"County","FIPS","StateFIPS","CountyFIPS"
"AcadiaParish",22001,22,1
"AllenParish",22003,22,3
"AscensionParish",22005,22,5
"AssumptionParish",22007,22,7
"AvoyellesParish",22009,22,9
"BeauregardParish",22011,22,11
"BienvilleParish",22013,22,13
"BossierParish",22015,22,15
"CaddoParish",22017,22,17
"CalcasieuParish",22019,22,19
"CaldwellParish",22021,22,21
"CameronParish",22023,22,23
"CatahoulaParish",22025,22,25
"ClaiborneParish",22027,22,27
"ConcordiaParish",22029,22,29
"DeSotoParish",22031,22,31
"EastBatonRougeParish",22033,22,33
"EastCarrollParish",22035,22,35
"EastFelicianaParish",22037,22,37
"EvangelineParish",22039,22,39
"FranklinParish",22041,22,41
"GrantParish",22043,22,43
"IberiaParish",22045,22,45
"IbervilleParish",22047,22,47
"JacksonParish",22049,22,49
"JeffersonParish",22051,22,51
"JeffersonDavisParish",22053,22,53
"LafayetteParish",22055,22,55
"LafourcheParish",22057,22,57
"LaSalleParish",22059,22,59
"LincolnParish",22061,22,61
"LivingstonParish",22063,22,63
"MadisonParish",22065,22,65
"MorehouseParish",22067,22,67
"NatchitochesParish",22069,22,69
"OrleansParish",22071,22,71
"OuachitaParish",22073,22,73
"PlaqueminesParish",22075,22,75
"PointeCoupeeParish",22077,22,77
"RapidesParish",22079,22,79
"RedRiverParish",22081,22,81
"RichlandParish",22083,22,83
"SabineParish",22085,22,85
"StBernardParish",22087,22,87
"StCharlesParish",22089,22,89
"StHelenaParish",22091,22,91
"StJamesParish",22093,22,93
"StJohntheBaptistParish",22095,22,95
"StLandryParish",22097,22,97
"StMartinParish",22099,22,99
"StMaryParish",22101,22,101
"StTammanyParish",22103,22,103
"TangipahoaParish",22105,22,105
"TensasParish",22107,22,107
"TerrebonneParish",22109,22,109
"UnionParish",22111,22,111
"VermilionParish",22113,22,113
"VernonParish",22115,22,115
"WashingtonParish",22117,22,117
"WebsterParish",22119,22,119
"WestBatonRougeParish",22121,22,121
"WestCarrollParish",22123,22,123
"WestFelicianaParish",22125,22,125
"WinnParish",22127,22,127
