County,Metropolitan,Town,Rural
AleutiansEastBorough,0,0,0
AleutiansWestCensusArea,0,0,0
AnchorageMunicipality,0,0,0
BethelCensusArea,0,0,0
BristolBayBorough,0,0,0
DenaliBorough,0,0,0
DillinghamCensusArea,0,0,0
FairbanksNorthStarBorough,0,0,0
HainesBorough,0,0,0
HoonahAngoonCensusArea,0,0,0
JuneauCityandBorough,0,0,0
KenaiPeninsulaBorough,0,0,0
KetchikanGatewayBorough,0,0,0
KodiakIslandBorough,0,0,0
LakeandPeninsulaBorough,0,0,0
MatanuskaSusitnaBorough,0,0,0
NomeCensusArea,0,0,0
NorthSlopeBorough,0,0,0
NorthwestArcticBorough,0,0,0
PetersburgCensusArea,0,0,0
PrinceofWalesHyderCensusArea,0,0,0
SitkaCityandBorough,0,0,0
SkagwayMunicipality,0,0,0
SoutheastFairbanksCensusArea,0,0,0
ValdezCordovaCensusArea,0,0,0
WadeHamptonCensusArea,0,0,0
WrangellCityandBorough,0,0,0
YakutatCityandBorough,0,0,0
YukonKoyukukCensusArea,0,0,0
