County,Metropolitan,Town,Rural
BeaverheadCounty,0,0,0
BigHornCounty,0,0,0
BlaineCounty,0,0,0
BroadwaterCounty,0,0,0
CarbonCounty,0,0,0
CarterCounty,0,0,0
CascadeCounty,0,0,0
ChouteauCounty,0,0,0
CusterCounty,0,0,0
DanielsCounty,0,0,0
DawsonCounty,0,0,0
DeerLodgeCounty,0,0,0
FallonCounty,0,0,0
FergusCounty,0,0,0
FlatheadCounty,0,0,0
GallatinCounty,0,0,0
GarfieldCounty,0,0,0
GlacierCounty,0,0,0
GoldenValleyCounty,0,0,0
GraniteCounty,0,0,0
HillCounty,0,0,0
JeffersonCounty,0,0,0
JudithBasinCounty,0,0,0
LakeCounty,0,0,0
LewisandClarkCounty,0,0,0
LibertyCounty,0,0,0
LincolnCounty,0,0,0
MadisonCounty,0,0,0
McConeCounty,0,0,0
MeagherCounty,0,0,0
MineralCounty,0,0,0
MissoulaCounty,0,0,0
MusselshellCounty,0,0,0
ParkCounty,0,0,0
PetroleumCounty,0,0,0
PhillipsCounty,0,0,0
PonderaCounty,0,0,0
PowderRiverCounty,0,0,0
PowellCounty,0,0,0
PrairieCounty,0,0,0
RavalliCounty,0,0,0
RichlandCounty,0,0,0
RooseveltCounty,0,0,0
RosebudCounty,0,0,0
SandersCounty,0,0,0
SheridanCounty,0,0,0
SilverBowCounty,0,0,0
StillwaterCounty,0,0,0
SweetGrassCounty,0,0,0
TetonCounty,0,0,0
TooleCounty,0,0,0
TreasureCounty,0,0,0
ValleyCounty,0,0,0
WheatlandCounty,0,0,0
WibauxCounty,0,0,0
YellowstoneCounty,0,0,0
