"County","FIPS","StateFIPS","CountyFIPS"
"AlconaCounty",26001,26,1
"AlgerCounty",26003,26,3
"AlleganCounty",26005,26,5
"AlpenaCounty",26007,26,7
"AntrimCounty",26009,26,9
"ArenacCounty",26011,26,11
"BaragaCounty",26013,26,13
"BarryCounty",26015,26,15
"BayCounty",26017,26,17
"BenzieCounty",26019,26,19
"BerrienCounty",26021,26,21
"BranchCounty",26023,26,23
"CalhounCounty",26025,26,25
"CassCounty",26027,26,27
"CharlevoixCounty",26029,26,29
"CheboyganCounty",26031,26,31
"ChippewaCounty",26033,26,33
"ClareCounty",26035,26,35
"ClintonCounty",26037,26,37
"CrawfordCounty",26039,26,39
"DeltaCounty",26041,26,41
"DickinsonCounty",26043,26,43
"EatonCounty",26045,26,45
"EmmetCounty",26047,26,47
"GeneseeCounty",26049,26,49
"GladwinCounty",26051,26,51
"GogebicCounty",26053,26,53
"GrandTraverseCounty",26055,26,55
"GratiotCounty",26057,26,57
"HillsdaleCounty",26059,26,59
"HoughtonCounty",26061,26,61
"HuronCounty",26063,26,63
"InghamCounty",26065,26,65
"IoniaCounty",26067,26,67
"IoscoCounty",26069,26,69
"IronCounty",26071,26,71
"IsabellaCounty",26073,26,73
"JacksonCounty",26075,26,75
"KalamazooCounty",26077,26,77
"KalkaskaCounty",26079,26,79
"KentCounty",26081,26,81
"KeweenawCounty",26083,26,83
"LakeCounty",26085,26,85
"LapeerCounty",26087,26,87
"LeelanauCounty",26089,26,89
"LenaweeCounty",26091,26,91
"LivingstonCounty",26093,26,93
"LuceCounty",26095,26,95
"MackinacCounty",26097,26,97
"MacombCounty",26099,26,99
"ManisteeCounty",26101,26,101
"MarquetteCounty",26103,26,103
"MasonCounty",26105,26,105
"MecostaCounty",26107,26,107
"MenomineeCounty",26109,26,109
"MidlandCounty",26111,26,111
"MissaukeeCounty",26113,26,113
"MonroeCounty",26115,26,115
"MontcalmCounty",26117,26,117
"MontmorencyCounty",26119,26,119
"MuskegonCounty",26121,26,121
"NewaygoCounty",26123,26,123
"OaklandCounty",26125,26,125
"OceanaCounty",26127,26,127
"OgemawCounty",26129,26,129
"OntonagonCounty",26131,26,131
"OsceolaCounty",26133,26,133
"OscodaCounty",26135,26,135
"OtsegoCounty",26137,26,137
"OttawaCounty",26139,26,139
"PresqueIsleCounty",26141,26,141
"RoscommonCounty",26143,26,143
"SaginawCounty",26145,26,145
"StClairCounty",26147,26,147
"StJosephCounty",26149,26,149
"SanilacCounty",26151,26,151
"SchoolcraftCounty",26153,26,153
"ShiawasseeCounty",26155,26,155
"TuscolaCounty",26157,26,157
"VanBurenCounty",26159,26,159
"WashtenawCounty",26161,26,161
"WayneCounty",26163,26,163
"WexfordCounty",26165,26,165
