County,Metropolitan,Town,Rural
AdamsCounty,0,0,0
BarnesCounty,0,0,0
BensonCounty,0,0,0
BillingsCounty,0,0,0
BottineauCounty,0,0,0
BowmanCounty,0,0,0
BurkeCounty,0,0,0
BurleighCounty,0,0,0
CassCounty,0,0,0
CavalierCounty,0,0,0
DickeyCounty,0,0,0
DivideCounty,0,0,0
DunnCounty,0,0,0
EddyCounty,0,0,0
EmmonsCounty,0,0,0
FosterCounty,0,0,0
GoldenValleyCounty,0,0,0
GrandForksCounty,0,0,0
GrantCounty,0,0,0
GriggsCounty,0,0,0
HettingerCounty,0,0,0
KidderCounty,0,0,0
LaMoureCounty,0,0,0
LoganCounty,0,0,0
McHenryCounty,0,0,0
McIntoshCounty,0,0,0
McKenzieCounty,0,0,0
McLeanCounty,0,0,0
MercerCounty,0,0,0
MortonCounty,0,0,0
MountrailCounty,0,0,0
NelsonCounty,0,0,0
OliverCounty,0,0,0
PembinaCounty,0,0,0
PierceCounty,0,0,0
RamseyCounty,0,0,0
RansomCounty,0,0,0
RenvilleCounty,0,0,0
RichlandCounty,0,0,0
RoletteCounty,0,0,0
SargentCounty,0,0,0
SheridanCounty,0,0,0
SiouxCounty,0,0,0
SlopeCounty,0,0,0
StarkCounty,0,0,0
SteeleCounty,0,0,0
StutsmanCounty,0,0,0
TownerCounty,0,0,0
TraillCounty,0,0,0
WalshCounty,0,0,0
WardCounty,0,0,0
WellsCounty,0,0,0
WilliamsCounty,0,0,0
