County,Metropolitan,Town,Rural
AdairCounty,0,0,0
AllenCounty,0,0,0
AndersonCounty,0,0,0
BallardCounty,0,0,0
BarrenCounty,0,0,0
BathCounty,0,0,0
BellCounty,0,0,0
BooneCounty,0,0,0
BourbonCounty,0,0,0
BoydCounty,0,0,0
BoyleCounty,0,0,0
BrackenCounty,0,0,0
BreathittCounty,0,0,0
BreckinridgeCounty,0,0,0
BullittCounty,0,0,0
ButlerCounty,0,0,0
CaldwellCounty,0,0,0
CallowayCounty,0,0,0
CampbellCounty,0,0,0
CarlisleCounty,0,0,0
CarrollCounty,0,0,0
CarterCounty,0,0,0
CaseyCounty,0,0,0
ChristianCounty,0,0,0
ClarkCounty,0,0,0
ClayCounty,0,0,0
ClintonCounty,0,0,0
CrittendenCounty,0,0,0
CumberlandCounty,0,0,0
DaviessCounty,0,0,0
EdmonsonCounty,0,0,0
ElliottCounty,0,0,0
EstillCounty,0,0,0
FayetteCounty,0,0,0
FlemingCounty,0,0,0
FloydCounty,0,0,0
FranklinCounty,0,0,0
FultonCounty,0,0,0
GallatinCounty,0,0,0
GarrardCounty,0,0,0
GrantCounty,0,0,0
GravesCounty,0,0,0
GraysonCounty,0,0,0
GreenCounty,0,0,0
GreenupCounty,0,0,0
HancockCounty,0,0,0
HardinCounty,0,0,0
HarlanCounty,0,0,0
HarrisonCounty,0,0,0
HartCounty,0,0,0
HendersonCounty,0,0,0
HenryCounty,0,0,0
HickmanCounty,0,0,0
HopkinsCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
JessamineCounty,0,0,0
JohnsonCounty,0,0,0
KentonCounty,0,0,0
KnottCounty,0,0,0
KnoxCounty,0,0,0
LarueCounty,0,0,0
LaurelCounty,0,0,0
LawrenceCounty,0,0,0
LeeCounty,0,0,0
LeslieCounty,0,0,0
LetcherCounty,0,0,0
LewisCounty,0,0,0
LincolnCounty,0,0,0
LivingstonCounty,0,0,0
LoganCounty,0,0,0
LyonCounty,0,0,0
MadisonCounty,0,0,0
MagoffinCounty,0,0,0
MarionCounty,0,0,0
MarshallCounty,0,0,0
MartinCounty,0,0,0
MasonCounty,0,0,0
McCrackenCounty,0,0,0
McCrearyCounty,0,0,0
McLeanCounty,0,0,0
MeadeCounty,0,0,0
MenifeeCounty,0,0,0
MercerCounty,0,0,0
MetcalfeCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
MorganCounty,0,0,0
MuhlenbergCounty,0,0,0
NelsonCounty,0,0,0
NicholasCounty,0,0,0
OhioCounty,0,0,0
OldhamCounty,0,0,0
OwenCounty,0,0,0
OwsleyCounty,0,0,0
PendletonCounty,0,0,0
PerryCounty,0,0,0
PikeCounty,0,0,0
PowellCounty,0,0,0
PulaskiCounty,0,0,0
RobertsonCounty,0,0,0
RockcastleCounty,0,0,0
RowanCounty,0,0,0
RussellCounty,0,0,0
ScottCounty,0,0,0
ShelbyCounty,0,0,0
SimpsonCounty,0,0,0
SpencerCounty,0,0,0
TaylorCounty,0,0,0
ToddCounty,0,0,0
TriggCounty,0,0,0
TrimbleCounty,0,0,0
UnionCounty,0,0,0
WarrenCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WebsterCounty,0,0,0
WhitleyCounty,0,0,0
WolfeCounty,0,0,0
WoodfordCounty,0,0,0
