Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
HighDenRate,BowlingGreen,,,,,,,,,,,,,
MedDenRate,BowlingGreen,,,,,,,,,,,,,
HighDenRate,Cincinnati,,,,,,,,,,,,,
MedDenRate,Cincinnati,,,,,,,,,,,,,
HighDenRate,Clarksville,,,,,,,,,,,,,
MedDenRate,Clarksville,,,,,,,,,,,,,
HighDenRate,ElizabethtownRadcliff,,,,,,,,,,,,,
MedDenRate,ElizabethtownRadcliff,,,,,,,,,,,,,
HighDenRate,Evansville,,,,,,,,,,,,,
MedDenRate,Evansville,,,,,,,,,,,,,
HighDenRate,Huntington,,,,,,,,,,,,,
MedDenRate,Huntington,,,,,,,,,,,,,
HighDenRate,LexingtonFayette,,,,,,,,,,,,,
MedDenRate,LexingtonFayette,,,,,,,,,,,,,
HighDenRate,LouisvilleJeffersonCounty,,,,,,,,,,,,,
MedDenRate,LouisvilleJeffersonCounty,,,,,,,,,,,,,
HighDenRate,Owensboro,,,,,,,,,,,,,
MedDenRate,Owensboro,,,,,,,,,,,,,
