Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
HighDenRate,BristolBristol,,,,,,,,,,,,,
MedDenRate,BristolBristol,,,,,,,,,,,,,
HighDenRate,Charlottesville,,,,,,,,,,,,,
MedDenRate,Charlottesville,,,,,,,,,,,,,
HighDenRate,Harrisonburg,,,,,,,,,,,,,
MedDenRate,Harrisonburg,,,,,,,,,,,,,
HighDenRate,Kingsport,,,,,,,,,,,,,
MedDenRate,Kingsport,,,,,,,,,,,,,
HighDenRate,Richmond,,,,,,,,,,,,,
MedDenRate,Richmond,,,,,,,,,,,,,
HighDenRate,Roanoke,,,,,,,,,,,,,
MedDenRate,Roanoke,,,,,,,,,,,,,
HighDenRate,VirginiaBeach,,,,,,,,,,,,,
MedDenRate,VirginiaBeach,,,,,,,,,,,,,
HighDenRate,Washington,,,,,,,,,,,,,
MedDenRate,Washington,,,,,,,,,,,,,
HighDenRate,Winchester,,,,,,,,,,,,,
MedDenRate,Winchester,,,,,,,,,,,,,
