County,Metropolitan,Town,Rural
AndersonCounty,0,0,0
AndrewsCounty,0,0,0
AngelinaCounty,0,0,0
AransasCounty,0,0,0
ArcherCounty,0,0,0
ArmstrongCounty,0,0,0
AtascosaCounty,0,0,0
AustinCounty,0,0,0
BaileyCounty,0,0,0
BanderaCounty,0,0,0
BastropCounty,0,0,0
BaylorCounty,0,0,0
BeeCounty,0,0,0
BellCounty,0,0,0
BexarCounty,0,0,0
BlancoCounty,0,0,0
BordenCounty,0,0,0
BosqueCounty,0,0,0
BowieCounty,0,0,0
BrazoriaCounty,0,0,0
BrazosCounty,0,0,0
BrewsterCounty,0,0,0
BriscoeCounty,0,0,0
BrooksCounty,0,0,0
BrownCounty,0,0,0
BurlesonCounty,0,0,0
BurnetCounty,0,0,0
CaldwellCounty,0,0,0
CalhounCounty,0,0,0
CallahanCounty,0,0,0
CameronCounty,0,0,0
CampCounty,0,0,0
CarsonCounty,0,0,0
CassCounty,0,0,0
CastroCounty,0,0,0
ChambersCounty,0,0,0
CherokeeCounty,0,0,0
ChildressCounty,0,0,0
ClayCounty,0,0,0
CochranCounty,0,0,0
CokeCounty,0,0,0
ColemanCounty,0,0,0
CollinCounty,0,0,0
CollingsworthCounty,0,0,0
ColoradoCounty,0,0,0
ComalCounty,0,0,0
ComancheCounty,0,0,0
ConchoCounty,0,0,0
CookeCounty,0,0,0
CoryellCounty,0,0,0
CottleCounty,0,0,0
CraneCounty,0,0,0
CrockettCounty,0,0,0
CrosbyCounty,0,0,0
CulbersonCounty,0,0,0
DallamCounty,0,0,0
DallasCounty,0,0,0
DawsonCounty,0,0,0
DeWittCounty,0,0,0
DeafSmithCounty,0,0,0
DeltaCounty,0,0,0
DentonCounty,0,0,0
DickensCounty,0,0,0
DimmitCounty,0,0,0
DonleyCounty,0,0,0
DuvalCounty,0,0,0
EastlandCounty,0,0,0
EctorCounty,0,0,0
EdwardsCounty,0,0,0
ElPasoCounty,0,0,0
EllisCounty,0,0,0
ErathCounty,0,0,0
FallsCounty,0,0,0
FanninCounty,0,0,0
FayetteCounty,0,0,0
FisherCounty,0,0,0
FloydCounty,0,0,0
FoardCounty,0,0,0
FortBendCounty,0,0,0
FranklinCounty,0,0,0
FreestoneCounty,0,0,0
FrioCounty,0,0,0
