County,Metropolitan,Town,Rural
AuroraCounty,0,0,0
BeadleCounty,0,0,0
BennettCounty,0,0,0
BonHommeCounty,0,0,0
BrookingsCounty,0,0,0
BrownCounty,0,0,0
BruleCounty,0,0,0
BuffaloCounty,0,0,0
ButteCounty,0,0,0
CampbellCounty,0,0,0
CharlesMixCounty,0,0,0
ClarkCounty,0,0,0
ClayCounty,0,0,0
CodingtonCounty,0,0,0
CorsonCounty,0,0,0
CusterCounty,0,0,0
DavisonCounty,0,0,0
DayCounty,0,0,0
DeuelCounty,0,0,0
DeweyCounty,0,0,0
DouglasCounty,0,0,0
EdmundsCounty,0,0,0
FallRiverCounty,0,0,0
FaulkCounty,0,0,0
GrantCounty,0,0,0
GregoryCounty,0,0,0
HaakonCounty,0,0,0
HamlinCounty,0,0,0
HandCounty,0,0,0
HansonCounty,0,0,0
HardingCounty,0,0,0
HughesCounty,0,0,0
HutchinsonCounty,0,0,0
HydeCounty,0,0,0
JacksonCounty,0,0,0
JerauldCounty,0,0,0
JonesCounty,0,0,0
KingsburyCounty,0,0,0
LakeCounty,0,0,0
LawrenceCounty,0,0,0
LincolnCounty,0,0,0
LymanCounty,0,0,0
MarshallCounty,0,0,0
McCookCounty,0,0,0
McPhersonCounty,0,0,0
MeadeCounty,0,0,0
MelletteCounty,0,0,0
MinerCounty,0,0,0
MinnehahaCounty,0,0,0
MoodyCounty,0,0,0
PenningtonCounty,0,0,0
PerkinsCounty,0,0,0
PotterCounty,0,0,0
RobertsCounty,0,0,0
SanbornCounty,0,0,0
ShannonCounty,0,0,0
SpinkCounty,0,0,0
StanleyCounty,0,0,0
SullyCounty,0,0,0
ToddCounty,0,0,0
TrippCounty,0,0,0
TurnerCounty,0,0,0
UnionCounty,0,0,0
WalworthCounty,0,0,0
YanktonCounty,0,0,0
ZiebachCounty,0,0,0
