County,Metropolitan,Town,Rural
AndersonCounty,0,0,0
BedfordCounty,0,0,0
BentonCounty,0,0,0
BledsoeCounty,0,0,0
BlountCounty,0,0,0
BradleyCounty,0,0,0
CampbellCounty,0,0,0
CannonCounty,0,0,0
CarrollCounty,0,0,0
CarterCounty,0,0,0
CheathamCounty,0,0,0
ChesterCounty,0,0,0
ClaiborneCounty,0,0,0
ClayCounty,0,0,0
CockeCounty,0,0,0
CoffeeCounty,0,0,0
CrockettCounty,0,0,0
CumberlandCounty,0,0,0
DavidsonCounty,0,0,0
DeKalbCounty,0,0,0
DecaturCounty,0,0,0
DicksonCounty,0,0,0
DyerCounty,0,0,0
FayetteCounty,0,0,0
FentressCounty,0,0,0
FranklinCounty,0,0,0
GibsonCounty,0,0,0
GilesCounty,0,0,0
GraingerCounty,0,0,0
GreeneCounty,0,0,0
GrundyCounty,0,0,0
HamblenCounty,0,0,0
HamiltonCounty,0,0,0
HancockCounty,0,0,0
HardemanCounty,0,0,0
HardinCounty,0,0,0
HawkinsCounty,0,0,0
HaywoodCounty,0,0,0
HendersonCounty,0,0,0
HenryCounty,0,0,0
HickmanCounty,0,0,0
HoustonCounty,0,0,0
HumphreysCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
JohnsonCounty,0,0,0
KnoxCounty,0,0,0
LakeCounty,0,0,0
LauderdaleCounty,0,0,0
LawrenceCounty,0,0,0
LewisCounty,0,0,0
LincolnCounty,0,0,0
LoudonCounty,0,0,0
MaconCounty,0,0,0
MadisonCounty,0,0,0
MarionCounty,0,0,0
MarshallCounty,0,0,0
MauryCounty,0,0,0
McMinnCounty,0,0,0
McNairyCounty,0,0,0
MeigsCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
MooreCounty,0,0,0
MorganCounty,0,0,0
ObionCounty,0,0,0
OvertonCounty,0,0,0
PerryCounty,0,0,0
PickettCounty,0,0,0
PolkCounty,0,0,0
PutnamCounty,0,0,0
RheaCounty,0,0,0
RoaneCounty,0,0,0
RobertsonCounty,0,0,0
RutherfordCounty,0,0,0
ScottCounty,0,0,0
SequatchieCounty,0,0,0
SevierCounty,0,0,0
ShelbyCounty,0,0,0
SmithCounty,0,0,0
StewartCounty,0,0,0
SullivanCounty,0,0,0
SumnerCounty,0,0,0
TiptonCounty,0,0,0
TrousdaleCounty,0,0,0
UnicoiCounty,0,0,0
UnionCounty,0,0,0
VanBurenCounty,0,0,0
WarrenCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WeakleyCounty,0,0,0
WhiteCounty,0,0,0
WilliamsonCounty,0,0,0
WilsonCounty,0,0,0
