"County","FIPS","StateFIPS","CountyFIPS"
"AitkinCounty",27001,27,1
"AnokaCounty",27003,27,3
"BeckerCounty",27005,27,5
"BeltramiCounty",27007,27,7
"BentonCounty",27009,27,9
"BigStoneCounty",27011,27,11
"BlueEarthCounty",27013,27,13
"BrownCounty",27015,27,15
"CarltonCounty",27017,27,17
"CarverCounty",27019,27,19
"CassCounty",27021,27,21
"ChippewaCounty",27023,27,23
"ChisagoCounty",27025,27,25
"ClayCounty",27027,27,27
"ClearwaterCounty",27029,27,29
"CookCounty",27031,27,31
"CottonwoodCounty",27033,27,33
"CrowWingCounty",27035,27,35
"DakotaCounty",27037,27,37
"DodgeCounty",27039,27,39
"DouglasCounty",27041,27,41
"FaribaultCounty",27043,27,43
"FillmoreCounty",27045,27,45
"FreebornCounty",27047,27,47
"GoodhueCounty",27049,27,49
"GrantCounty",27051,27,51
"HennepinCounty",27053,27,53
"HoustonCounty",27055,27,55
"HubbardCounty",27057,27,57
"IsantiCounty",27059,27,59
"ItascaCounty",27061,27,61
"JacksonCounty",27063,27,63
"KanabecCounty",27065,27,65
"KandiyohiCounty",27067,27,67
"KittsonCounty",27069,27,69
"KoochichingCounty",27071,27,71
"LacquiParleCounty",27073,27,73
"LakeCounty",27075,27,75
"LakeoftheWoodsCounty",27077,27,77
"LeSueurCounty",27079,27,79
"LincolnCounty",27081,27,81
"LyonCounty",27083,27,83
"McLeodCounty",27085,27,85
"MahnomenCounty",27087,27,87
"MarshallCounty",27089,27,89
"MartinCounty",27091,27,91
"MeekerCounty",27093,27,93
"MilleLacsCounty",27095,27,95
"MorrisonCounty",27097,27,97
"MowerCounty",27099,27,99
"MurrayCounty",27101,27,101
"NicolletCounty",27103,27,103
"NoblesCounty",27105,27,105
"NormanCounty",27107,27,107
"OlmstedCounty",27109,27,109
"OtterTailCounty",27111,27,111
"PenningtonCounty",27113,27,113
"PineCounty",27115,27,115
"PipestoneCounty",27117,27,117
"PolkCounty",27119,27,119
"PopeCounty",27121,27,121
"RamseyCounty",27123,27,123
"RedLakeCounty",27125,27,125
"RedwoodCounty",27127,27,127
"RenvilleCounty",27129,27,129
"RiceCounty",27131,27,131
"RockCounty",27133,27,133
"RoseauCounty",27135,27,135
"StLouisCounty",27137,27,137
"ScottCounty",27139,27,139
"SherburneCounty",27141,27,141
"SibleyCounty",27143,27,143
"StearnsCounty",27145,27,145
"SteeleCounty",27147,27,147
"StevensCounty",27149,27,149
"SwiftCounty",27151,27,151
"ToddCounty",27153,27,153
"TraverseCounty",27155,27,155
"WabashaCounty",27157,27,157
"WadenaCounty",27159,27,159
"WasecaCounty",27161,27,161
"WashingtonCounty",27163,27,163
"WatonwanCounty",27165,27,165
"WilkinCounty",27167,27,167
"WinonaCounty",27169,27,169
"WrightCounty",27171,27,171
"YellowMedicineCounty",27173,27,173
