County,Metropolitan,Town,Rural
AlachuaCounty,0,0,0
BakerCounty,0,0,0
BayCounty,0,0,0
BradfordCounty,0,0,0
BrevardCounty,0,0,0
BrowardCounty,0,0,0
CalhounCounty,0,0,0
CharlotteCounty,0,0,0
CitrusCounty,0,0,0
ClayCounty,0,0,0
CollierCounty,0,0,0
ColumbiaCounty,0,0,0
DeSotoCounty,0,0,0
DixieCounty,0,0,0
DuvalCounty,0,0,0
EscambiaCounty,0,0,0
FlaglerCounty,0,0,0
FranklinCounty,0,0,0
GadsdenCounty,0,0,0
GilchristCounty,0,0,0
GladesCounty,0,0,0
GulfCounty,0,0,0
HamiltonCounty,0,0,0
HardeeCounty,0,0,0
HendryCounty,0,0,0
HernandoCounty,0,0,0
HighlandsCounty,0,0,0
HillsboroughCounty,0,0,0
HolmesCounty,0,0,0
IndianRiverCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
LafayetteCounty,0,0,0
LakeCounty,0,0,0
LeeCounty,0,0,0
LeonCounty,0,0,0
LevyCounty,0,0,0
LibertyCounty,0,0,0
MadisonCounty,0,0,0
ManateeCounty,0,0,0
MarionCounty,0,0,0
MartinCounty,0,0,0
MiamiDadeCounty,0,0,0
MonroeCounty,0,0,0
NassauCounty,0,0,0
OkaloosaCounty,0,0,0
OkeechobeeCounty,0,0,0
OrangeCounty,0,0,0
OsceolaCounty,0,0,0
PalmBeachCounty,0,0,0
PascoCounty,0,0,0
PinellasCounty,0,0,0
PolkCounty,0,0,0
PutnamCounty,0,0,0
SantaRosaCounty,0,0,0
SarasotaCounty,0,0,0
SeminoleCounty,0,0,0
StJohnsCounty,0,0,0
StLucieCounty,0,0,0
SumterCounty,0,0,0
SuwanneeCounty,0,0,0
TaylorCounty,0,0,0
UnionCounty,0,0,0
VolusiaCounty,0,0,0
WakullaCounty,0,0,0
WaltonCounty,0,0,0
WashingtonCounty,0,0,0
