County,Metropolitan,Town,Rural
AutaugaCounty,0,0,0
BaldwinCounty,0,0,0
BarbourCounty,0,0,0
BibbCounty,0,0,0
BlountCounty,0,0,0
BullockCounty,0,0,0
ButlerCounty,0,0,0
CalhounCounty,0,0,0
ChambersCounty,0,0,0
CherokeeCounty,0,0,0
ChiltonCounty,0,0,0
ChoctawCounty,0,0,0
ClarkeCounty,0,0,0
ClayCounty,0,0,0
CleburneCounty,0,0,0
CoffeeCounty,0,0,0
ColbertCounty,0,0,0
ConecuhCounty,0,0,0
CoosaCounty,0,0,0
CovingtonCounty,0,0,0
CrenshawCounty,0,0,0
CullmanCounty,0,0,0
DaleCounty,0,0,0
DallasCounty,0,0,0
DeKalbCounty,0,0,0
ElmoreCounty,0,0,0
EscambiaCounty,0,0,0
EtowahCounty,0,0,0
FayetteCounty,0,0,0
FranklinCounty,0,0,0
GenevaCounty,0,0,0
GreeneCounty,0,0,0
HaleCounty,0,0,0
HenryCounty,0,0,0
HoustonCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
LamarCounty,0,0,0
LauderdaleCounty,0,0,0
LawrenceCounty,0,0,0
LeeCounty,0,0,0
LimestoneCounty,0,0,0
LowndesCounty,0,0,0
MaconCounty,0,0,0
MadisonCounty,0,0,0
MarengoCounty,0,0,0
MarionCounty,0,0,0
MarshallCounty,0,0,0
MobileCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
MorganCounty,0,0,0
PerryCounty,0,0,0
PickensCounty,0,0,0
PikeCounty,0,0,0
RandolphCounty,0,0,0
RussellCounty,0,0,0
ShelbyCounty,0,0,0
StClairCounty,0,0,0
SumterCounty,0,0,0
TalladegaCounty,0,0,0
TallapoosaCounty,0,0,0
TuscaloosaCounty,0,0,0
WalkerCounty,0,0,0
WashingtonCounty,0,0,0
WilcoxCounty,0,0,0
WinstonCounty,0,0,0
