"County","FIPS","StateFIPS","CountyFIPS"
"ApplingCounty",13001,13,1
"AtkinsonCounty",13003,13,3
"BaconCounty",13005,13,5
"BakerCounty",13007,13,7
"BaldwinCounty",13009,13,9
"BanksCounty",13011,13,11
"BarrowCounty",13013,13,13
"BartowCounty",13015,13,15
"BenHillCounty",13017,13,17
"BerrienCounty",13019,13,19
"BibbCounty",13021,13,21
"BleckleyCounty",13023,13,23
"BrantleyCounty",13025,13,25
"BrooksCounty",13027,13,27
"BryanCounty",13029,13,29
"BullochCounty",13031,13,31
"BurkeCounty",13033,13,33
"ButtsCounty",13035,13,35
"CalhounCounty",13037,13,37
"CamdenCounty",13039,13,39
"CandlerCounty",13043,13,43
"CarrollCounty",13045,13,45
"CatoosaCounty",13047,13,47
"CharltonCounty",13049,13,49
"ChathamCounty",13051,13,51
"ChattahoocheeCounty",13053,13,53
"ChattoogaCounty",13055,13,55
"CherokeeCounty",13057,13,57
"ClarkeCounty",13059,13,59
"ClayCounty",13061,13,61
"ClaytonCounty",13063,13,63
"ClinchCounty",13065,13,65
"CobbCounty",13067,13,67
"CoffeeCounty",13069,13,69
"ColquittCounty",13071,13,71
"ColumbiaCounty",13073,13,73
"CookCounty",13075,13,75
"CowetaCounty",13077,13,77
"CrawfordCounty",13079,13,79
"CrispCounty",13081,13,81
"DadeCounty",13083,13,83
"DawsonCounty",13085,13,85
"DecaturCounty",13087,13,87
"DeKalbCounty",13089,13,89
"DodgeCounty",13091,13,91
"DoolyCounty",13093,13,93
"DoughertyCounty",13095,13,95
"DouglasCounty",13097,13,97
"EarlyCounty",13099,13,99
"EcholsCounty",13101,13,101
"EffinghamCounty",13103,13,103
"ElbertCounty",13105,13,105
"EmanuelCounty",13107,13,107
"EvansCounty",13109,13,109
"FanninCounty",13111,13,111
"FayetteCounty",13113,13,113
"FloydCounty",13115,13,115
"ForsythCounty",13117,13,117
"FranklinCounty",13119,13,119
"FultonCounty",13121,13,121
"GilmerCounty",13123,13,123
"GlascockCounty",13125,13,125
"GlynnCounty",13127,13,127
"GordonCounty",13129,13,129
"GradyCounty",13131,13,131
"GreeneCounty",13133,13,133
"GwinnettCounty",13135,13,135
"HabershamCounty",13137,13,137
"HallCounty",13139,13,139
"HancockCounty",13141,13,141
"HaralsonCounty",13143,13,143
"HarrisCounty",13145,13,145
"HartCounty",13147,13,147
"HeardCounty",13149,13,149
"HenryCounty",13151,13,151
"HoustonCounty",13153,13,153
"IrwinCounty",13155,13,155
"JacksonCounty",13157,13,157
"JasperCounty",13159,13,159
"JeffDavisCounty",13161,13,161
"JeffersonCounty",13163,13,163
"JenkinsCounty",13165,13,165
"JohnsonCounty",13167,13,167
"JonesCounty",13169,13,169
"LamarCounty",13171,13,171
"LanierCounty",13173,13,173
"LaurensCounty",13175,13,175
"LeeCounty",13177,13,177
"LibertyCounty",13179,13,179
"LincolnCounty",13181,13,181
"LongCounty",13183,13,183
"LowndesCounty",13185,13,185
"LumpkinCounty",13187,13,187
"McDuffieCounty",13189,13,189
"McIntoshCounty",13191,13,191
"MaconCounty",13193,13,193
"MadisonCounty",13195,13,195
"MarionCounty",13197,13,197
"MeriwetherCounty",13199,13,199
"MillerCounty",13201,13,201
"MitchellCounty",13205,13,205
"MonroeCounty",13207,13,207
"MontgomeryCounty",13209,13,209
"MorganCounty",13211,13,211
"MurrayCounty",13213,13,213
"MuscogeeCounty",13215,13,215
"NewtonCounty",13217,13,217
"OconeeCounty",13219,13,219
"OglethorpeCounty",13221,13,221
"PauldingCounty",13223,13,223
"PeachCounty",13225,13,225
"PickensCounty",13227,13,227
"PierceCounty",13229,13,229
"PikeCounty",13231,13,231
"PolkCounty",13233,13,233
"PulaskiCounty",13235,13,235
"PutnamCounty",13237,13,237
"QuitmanCounty",13239,13,239
"RabunCounty",13241,13,241
"RandolphCounty",13243,13,243
"RichmondCounty",13245,13,245
"RockdaleCounty",13247,13,247
"SchleyCounty",13249,13,249
"ScrevenCounty",13251,13,251
"SeminoleCounty",13253,13,253
"SpaldingCounty",13255,13,255
"StephensCounty",13257,13,257
"StewartCounty",13259,13,259
"SumterCounty",13261,13,261
"TalbotCounty",13263,13,263
"TaliaferroCounty",13265,13,265
"TattnallCounty",13267,13,267
"TaylorCounty",13269,13,269
"TelfairCounty",13271,13,271
"TerrellCounty",13273,13,273
"ThomasCounty",13275,13,275
"TiftCounty",13277,13,277
"ToombsCounty",13279,13,279
"TownsCounty",13281,13,281
"TreutlenCounty",13283,13,283
"TroupCounty",13285,13,285
"TurnerCounty",13287,13,287
"TwiggsCounty",13289,13,289
"UnionCounty",13291,13,291
"UpsonCounty",13293,13,293
"WalkerCounty",13295,13,295
"WaltonCounty",13297,13,297
"WareCounty",13299,13,299
"WarrenCounty",13301,13,301
"WashingtonCounty",13303,13,303
"WayneCounty",13305,13,305
"WebsterCounty",13307,13,307
"WheelerCounty",13309,13,309
"WhiteCounty",13311,13,311
"WhitfieldCounty",13313,13,313
"WilcoxCounty",13315,13,315
"WilkesCounty",13317,13,317
"WilkinsonCounty",13319,13,319
"WorthCounty",13321,13,321
