County,Metropolitan,Town,Rural
AdairCounty,0,0,0
AlfalfaCounty,0,0,0
AtokaCounty,0,0,0
BeaverCounty,0,0,0
BeckhamCounty,0,0,0
BlaineCounty,0,0,0
BryanCounty,0,0,0
CaddoCounty,0,0,0
CanadianCounty,0,0,0
CarterCounty,0,0,0
CherokeeCounty,0,0,0
ChoctawCounty,0,0,0
CimarronCounty,0,0,0
ClevelandCounty,0,0,0
CoalCounty,0,0,0
ComancheCounty,0,0,0
CottonCounty,0,0,0
CraigCounty,0,0,0
CreekCounty,0,0,0
CusterCounty,0,0,0
DelawareCounty,0,0,0
DeweyCounty,0,0,0
EllisCounty,0,0,0
GarfieldCounty,0,0,0
GarvinCounty,0,0,0
GradyCounty,0,0,0
GrantCounty,0,0,0
GreerCounty,0,0,0
HarmonCounty,0,0,0
HarperCounty,0,0,0
HaskellCounty,0,0,0
HughesCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
JohnstonCounty,0,0,0
KayCounty,0,0,0
KingfisherCounty,0,0,0
KiowaCounty,0,0,0
LatimerCounty,0,0,0
LeFloreCounty,0,0,0
LincolnCounty,0,0,0
LoganCounty,0,0,0
LoveCounty,0,0,0
MajorCounty,0,0,0
MarshallCounty,0,0,0
MayesCounty,0,0,0
McClainCounty,0,0,0
McCurtainCounty,0,0,0
McIntoshCounty,0,0,0
MurrayCounty,0,0,0
MuskogeeCounty,0,0,0
NobleCounty,0,0,0
NowataCounty,0,0,0
OkfuskeeCounty,0,0,0
OklahomaCounty,0,0,0
OkmulgeeCounty,0,0,0
OsageCounty,0,0,0
OttawaCounty,0,0,0
PawneeCounty,0,0,0
PayneCounty,0,0,0
PittsburgCounty,0,0,0
PontotocCounty,0,0,0
PottawatomieCounty,0,0,0
PushmatahaCounty,0,0,0
RogerMillsCounty,0,0,0
RogersCounty,0,0,0
SeminoleCounty,0,0,0
SequoyahCounty,0,0,0
StephensCounty,0,0,0
TexasCounty,0,0,0
TillmanCounty,0,0,0
TulsaCounty,0,0,0
WagonerCounty,0,0,0
WashingtonCounty,0,0,0
WashitaCounty,0,0,0
WoodsCounty,0,0,0
WoodwardCounty,0,0,0
