"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",28001,28,1
"AlcornCounty",28003,28,3
"AmiteCounty",28005,28,5
"AttalaCounty",28007,28,7
"BentonCounty",28009,28,9
"BolivarCounty",28011,28,11
"CalhounCounty",28013,28,13
"CarrollCounty",28015,28,15
"ChickasawCounty",28017,28,17
"ChoctawCounty",28019,28,19
"ClaiborneCounty",28021,28,21
"ClarkeCounty",28023,28,23
"ClayCounty",28025,28,25
"CoahomaCounty",28027,28,27
"CopiahCounty",28029,28,29
"CovingtonCounty",28031,28,31
"DeSotoCounty",28033,28,33
"ForrestCounty",28035,28,35
"FranklinCounty",28037,28,37
"GeorgeCounty",28039,28,39
"GreeneCounty",28041,28,41
"GrenadaCounty",28043,28,43
"HancockCounty",28045,28,45
"HarrisonCounty",28047,28,47
"HindsCounty",28049,28,49
"HolmesCounty",28051,28,51
"HumphreysCounty",28053,28,53
"IssaquenaCounty",28055,28,55
"ItawambaCounty",28057,28,57
"JacksonCounty",28059,28,59
"JasperCounty",28061,28,61
"JeffersonCounty",28063,28,63
"JeffersonDavisCounty",28065,28,65
"JonesCounty",28067,28,67
"KemperCounty",28069,28,69
"LafayetteCounty",28071,28,71
"LamarCounty",28073,28,73
"LauderdaleCounty",28075,28,75
"LawrenceCounty",28077,28,77
"LeakeCounty",28079,28,79
"LeeCounty",28081,28,81
"LefloreCounty",28083,28,83
"LincolnCounty",28085,28,85
"LowndesCounty",28087,28,87
"MadisonCounty",28089,28,89
"MarionCounty",28091,28,91
"MarshallCounty",28093,28,93
"MonroeCounty",28095,28,95
"MontgomeryCounty",28097,28,97
"NeshobaCounty",28099,28,99
"NewtonCounty",28101,28,101
"NoxubeeCounty",28103,28,103
"OktibbehaCounty",28105,28,105
"PanolaCounty",28107,28,107
"PearlRiverCounty",28109,28,109
"PerryCounty",28111,28,111
"PikeCounty",28113,28,113
"PontotocCounty",28115,28,115
"PrentissCounty",28117,28,117
"QuitmanCounty",28119,28,119
"RankinCounty",28121,28,121
"ScottCounty",28123,28,123
"SharkeyCounty",28125,28,125
"SimpsonCounty",28127,28,127
"SmithCounty",28129,28,129
"StoneCounty",28131,28,131
"SunflowerCounty",28133,28,133
"TallahatchieCounty",28135,28,135
"TateCounty",28137,28,137
"TippahCounty",28139,28,139
"TishomingoCounty",28141,28,141
"TunicaCounty",28143,28,143
"UnionCounty",28145,28,145
"WalthallCounty",28147,28,147
"WarrenCounty",28149,28,149
"WashingtonCounty",28151,28,151
"WayneCounty",28153,28,153
"WebsterCounty",28155,28,155
"WilkinsonCounty",28157,28,157
"WinstonCounty",28159,28,159
"YalobushaCounty",28161,28,161
"YazooCounty",28163,28,163
