County,Metropolitan,Town,Rural
AlconaCounty,0,0,0
AlgerCounty,0,0,0
AlleganCounty,0,0,0
AlpenaCounty,0,0,0
AntrimCounty,0,0,0
ArenacCounty,0,0,0
BaragaCounty,0,0,0
BarryCounty,0,0,0
BayCounty,0,0,0
BenzieCounty,0,0,0
BerrienCounty,0,0,0
BranchCounty,0,0,0
CalhounCounty,0,0,0
CassCounty,0,0,0
CharlevoixCounty,0,0,0
CheboyganCounty,0,0,0
ChippewaCounty,0,0,0
ClareCounty,0,0,0
ClintonCounty,0,0,0
CrawfordCounty,0,0,0
DeltaCounty,0,0,0
DickinsonCounty,0,0,0
EatonCounty,0,0,0
EmmetCounty,0,0,0
GeneseeCounty,0,0,0
GladwinCounty,0,0,0
GogebicCounty,0,0,0
GrandTraverseCounty,0,0,0
GratiotCounty,0,0,0
HillsdaleCounty,0,0,0
HoughtonCounty,0,0,0
HuronCounty,0,0,0
InghamCounty,0,0,0
IoniaCounty,0,0,0
IoscoCounty,0,0,0
IronCounty,0,0,0
IsabellaCounty,0,0,0
JacksonCounty,0,0,0
KalamazooCounty,0,0,0
KalkaskaCounty,0,0,0
KentCounty,0,0,0
KeweenawCounty,0,0,0
LakeCounty,0,0,0
LapeerCounty,0,0,0
LeelanauCounty,0,0,0
LenaweeCounty,0,0,0
LivingstonCounty,0,0,0
LuceCounty,0,0,0
MackinacCounty,0,0,0
MacombCounty,0,0,0
ManisteeCounty,0,0,0
MarquetteCounty,0,0,0
MasonCounty,0,0,0
MecostaCounty,0,0,0
MenomineeCounty,0,0,0
MidlandCounty,0,0,0
MissaukeeCounty,0,0,0
MonroeCounty,0,0,0
MontcalmCounty,0,0,0
MontmorencyCounty,0,0,0
MuskegonCounty,0,0,0
NewaygoCounty,0,0,0
OaklandCounty,0,0,0
OceanaCounty,0,0,0
OgemawCounty,0,0,0
OntonagonCounty,0,0,0
OsceolaCounty,0,0,0
OscodaCounty,0,0,0
OtsegoCounty,0,0,0
OttawaCounty,0,0,0
PresqueIsleCounty,0,0,0
RoscommonCounty,0,0,0
SaginawCounty,0,0,0
SanilacCounty,0,0,0
SchoolcraftCounty,0,0,0
ShiawasseeCounty,0,0,0
StClairCounty,0,0,0
StJosephCounty,0,0,0
TuscolaCounty,0,0,0
VanBurenCounty,0,0,0
WashtenawCounty,0,0,0
WayneCounty,0,0,0
WexfordCounty,0,0,0
