Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
HighDenRate,Detroit,,,,,,,,,,,,,
MedDenRate,Detroit,,,,,,,,,,,,,
HighDenRate,GrandRapids,,,,,,,,,,,,,
MedDenRate,GrandRapids,,,,,,,,,,,,,
HighDenRate,Jackson,,,,,,,,,,,,,
MedDenRate,Jackson,,,,,,,,,,,,,
HighDenRate,Kalamazoo,,,,,,,,,,,,,
MedDenRate,Kalamazoo,,,,,,,,,,,,,
HighDenRate,Lansing,,,,,,,,,,,,,
MedDenRate,Lansing,,,,,,,,,,,,,
HighDenRate,Saginaw,,,,,,,,,,,,,
MedDenRate,Saginaw,,,,,,,,,,,,,
HighDenRate,SouthBend,,,,,,,,,,,,,
MedDenRate,SouthBend,,,,,,,,,,,,,
