County,Metropolitan,Town,Rural
AdaCounty,0,0,0
AdamsCounty,0,0,0
BannockCounty,0,0,0
BearLakeCounty,0,0,0
BenewahCounty,0,0,0
BinghamCounty,0,0,0
BlaineCounty,0,0,0
BoiseCounty,0,0,0
BonnerCounty,0,0,0
BonnevilleCounty,0,0,0
BoundaryCounty,0,0,0
ButteCounty,0,0,0
CamasCounty,0,0,0
CanyonCounty,0,0,0
CaribouCounty,0,0,0
CassiaCounty,0,0,0
ClarkCounty,0,0,0
ClearwaterCounty,0,0,0
CusterCounty,0,0,0
ElmoreCounty,0,0,0
FranklinCounty,0,0,0
FremontCounty,0,0,0
GemCounty,0,0,0
GoodingCounty,0,0,0
IdahoCounty,0,0,0
JeffersonCounty,0,0,0
JeromeCounty,0,0,0
KootenaiCounty,0,0,0
LatahCounty,0,0,0
LemhiCounty,0,0,0
LewisCounty,0,0,0
LincolnCounty,0,0,0
MadisonCounty,0,0,0
MinidokaCounty,0,0,0
NezPerceCounty,0,0,0
OneidaCounty,0,0,0
OwyheeCounty,0,0,0
PayetteCounty,0,0,0
PowerCounty,0,0,0
ShoshoneCounty,0,0,0
TetonCounty,0,0,0
TwinFallsCounty,0,0,0
ValleyCounty,0,0,0
WashingtonCounty,0,0,0
