County,Metropolitan,Town,Rural
AdamsCounty,0,0,0
AshlandCounty,0,0,0
BarronCounty,0,0,0
BayfieldCounty,0,0,0
BrownCounty,0,0,0
BuffaloCounty,0,0,0
BurnettCounty,0,0,0
CalumetCounty,0,0,0
ChippewaCounty,0,0,0
ClarkCounty,0,0,0
ColumbiaCounty,0,0,0
CrawfordCounty,0,0,0
DaneCounty,0,0,0
DodgeCounty,0,0,0
DoorCounty,0,0,0
DouglasCounty,0,0,0
DunnCounty,0,0,0
EauClaireCounty,0,0,0
FlorenceCounty,0,0,0
FondduLacCounty,0,0,0
ForestCounty,0,0,0
GrantCounty,0,0,0
GreenCounty,0,0,0
GreenLakeCounty,0,0,0
IowaCounty,0,0,0
IronCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
JuneauCounty,0,0,0
KenoshaCounty,0,0,0
KewauneeCounty,0,0,0
LaCrosseCounty,0,0,0
LafayetteCounty,0,0,0
LangladeCounty,0,0,0
LincolnCounty,0,0,0
ManitowocCounty,0,0,0
MarathonCounty,0,0,0
MarinetteCounty,0,0,0
MarquetteCounty,0,0,0
MenomineeCounty,0,0,0
MilwaukeeCounty,0,0,0
MonroeCounty,0,0,0
OcontoCounty,0,0,0
OneidaCounty,0,0,0
OutagamieCounty,0,0,0
OzaukeeCounty,0,0,0
PepinCounty,0,0,0
PierceCounty,0,0,0
PolkCounty,0,0,0
PortageCounty,0,0,0
PriceCounty,0,0,0
RacineCounty,0,0,0
RichlandCounty,0,0,0
RockCounty,0,0,0
RuskCounty,0,0,0
SaukCounty,0,0,0
SawyerCounty,0,0,0
ShawanoCounty,0,0,0
SheboyganCounty,0,0,0
StCroixCounty,0,0,0
TaylorCounty,0,0,0
TrempealeauCounty,0,0,0
VernonCounty,0,0,0
VilasCounty,0,0,0
WalworthCounty,0,0,0
WashburnCounty,0,0,0
WashingtonCounty,0,0,0
WaukeshaCounty,0,0,0
WaupacaCounty,0,0,0
WausharaCounty,0,0,0
WinnebagoCounty,0,0,0
WoodCounty,0,0,0
