County,Metropolitan,Town,Rural
ArkansasCounty,0,0,0
AshleyCounty,0,0,0
BaxterCounty,0,0,0
BentonCounty,0,0,0
BooneCounty,0,0,0
BradleyCounty,0,0,0
CalhounCounty,0,0,0
CarrollCounty,0,0,0
ChicotCounty,0,0,0
ClarkCounty,0,0,0
ClayCounty,0,0,0
CleburneCounty,0,0,0
ClevelandCounty,0,0,0
ColumbiaCounty,0,0,0
ConwayCounty,0,0,0
CraigheadCounty,0,0,0
CrawfordCounty,0,0,0
CrittendenCounty,0,0,0
CrossCounty,0,0,0
DallasCounty,0,0,0
DeshaCounty,0,0,0
DrewCounty,0,0,0
FaulknerCounty,0,0,0
FranklinCounty,0,0,0
FultonCounty,0,0,0
GarlandCounty,0,0,0
GrantCounty,0,0,0
GreeneCounty,0,0,0
HempsteadCounty,0,0,0
HotSpringCounty,0,0,0
HowardCounty,0,0,0
IndependenceCounty,0,0,0
IzardCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
JohnsonCounty,0,0,0
LafayetteCounty,0,0,0
LawrenceCounty,0,0,0
LeeCounty,0,0,0
LincolnCounty,0,0,0
LittleRiverCounty,0,0,0
LoganCounty,0,0,0
LonokeCounty,0,0,0
MadisonCounty,0,0,0
MarionCounty,0,0,0
MillerCounty,0,0,0
MississippiCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
NevadaCounty,0,0,0
NewtonCounty,0,0,0
OuachitaCounty,0,0,0
PerryCounty,0,0,0
PhillipsCounty,0,0,0
PikeCounty,0,0,0
PoinsettCounty,0,0,0
PolkCounty,0,0,0
PopeCounty,0,0,0
PrairieCounty,0,0,0
PulaskiCounty,0,0,0
RandolphCounty,0,0,0
SalineCounty,0,0,0
ScottCounty,0,0,0
SearcyCounty,0,0,0
SebastianCounty,0,0,0
SevierCounty,0,0,0
SharpCounty,0,0,0
StFrancisCounty,0,0,0
StoneCounty,0,0,0
UnionCounty,0,0,0
VanBurenCounty,0,0,0
WashingtonCounty,0,0,0
WhiteCounty,0,0,0
WoodruffCounty,0,0,0
YellCounty,0,0,0
