County,Metropolitan,Town,Rural
BarbourCounty,0,0,0
BerkeleyCounty,0,0,0
BooneCounty,0,0,0
BraxtonCounty,0,0,0
BrookeCounty,0,0,0
CabellCounty,0,0,0
CalhounCounty,0,0,0
ClayCounty,0,0,0
DoddridgeCounty,0,0,0
FayetteCounty,0,0,0
GilmerCounty,0,0,0
GrantCounty,0,0,0
GreenbrierCounty,0,0,0
HampshireCounty,0,0,0
HancockCounty,0,0,0
HardyCounty,0,0,0
HarrisonCounty,0,0,0
JacksonCounty,0,0,0
JeffersonCounty,0,0,0
KanawhaCounty,0,0,0
LewisCounty,0,0,0
LincolnCounty,0,0,0
LoganCounty,0,0,0
MarionCounty,0,0,0
MarshallCounty,0,0,0
MasonCounty,0,0,0
McDowellCounty,0,0,0
MercerCounty,0,0,0
MineralCounty,0,0,0
MingoCounty,0,0,0
MonongaliaCounty,0,0,0
MonroeCounty,0,0,0
MorganCounty,0,0,0
NicholasCounty,0,0,0
OhioCounty,0,0,0
PendletonCounty,0,0,0
PleasantsCounty,0,0,0
PocahontasCounty,0,0,0
PrestonCounty,0,0,0
PutnamCounty,0,0,0
RaleighCounty,0,0,0
RandolphCounty,0,0,0
RitchieCounty,0,0,0
RoaneCounty,0,0,0
SummersCounty,0,0,0
TaylorCounty,0,0,0
TuckerCounty,0,0,0
TylerCounty,0,0,0
UpshurCounty,0,0,0
WayneCounty,0,0,0
WebsterCounty,0,0,0
WetzelCounty,0,0,0
WirtCounty,0,0,0
WoodCounty,0,0,0
WyomingCounty,0,0,0
