County,Metropolitan,Town,Rural
BeaverCounty,0,0,0
BoxElderCounty,0,0,0
CacheCounty,0,0,0
CarbonCounty,0,0,0
DaggettCounty,0,0,0
DavisCounty,0,0,0
DuchesneCounty,0,0,0
EmeryCounty,0,0,0
GarfieldCounty,0,0,0
GrandCounty,0,0,0
IronCounty,0,0,0
JuabCounty,0,0,0
KaneCounty,0,0,0
MillardCounty,0,0,0
MorganCounty,0,0,0
PiuteCounty,0,0,0
RichCounty,0,0,0
SaltLakeCounty,0,0,0
SanJuanCounty,0,0,0
SanpeteCounty,0,0,0
SevierCounty,0,0,0
SummitCounty,0,0,0
TooeleCounty,0,0,0
UintahCounty,0,0,0
UtahCounty,0,0,0
WasatchCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WeberCounty,0,0,0
