County,Metropolitan,Town,Rural
AlleganyCounty,0,0,0
AnneArundelCounty,0,0,0
BaltimoreCounty,0,0,0
Baltimorecity,0,0,0
CalvertCounty,0,0,0
CarolineCounty,0,0,0
CarrollCounty,0,0,0
CecilCounty,0,0,0
CharlesCounty,0,0,0
DorchesterCounty,0,0,0
FrederickCounty,0,0,0
GarrettCounty,0,0,0
HarfordCounty,0,0,0
HowardCounty,0,0,0
KentCounty,0,0,0
MontgomeryCounty,0,0,0
PrinceGeorgesCounty,0,0,0
QueenAnnesCounty,0,0,0
SomersetCounty,0,0,0
StMarysCounty,0,0,0
TalbotCounty,0,0,0
WashingtonCounty,0,0,0
WicomicoCounty,0,0,0
WorcesterCounty,0,0,0
