County,Metropolitan,Town,Rural
AitkinCounty,0,0,0
AnokaCounty,0,0,0
BeckerCounty,0,0,0
BeltramiCounty,0,0,0
BentonCounty,0,0,0
BigStoneCounty,0,0,0
BlueEarthCounty,0,0,0
BrownCounty,0,0,0
CarltonCounty,0,0,0
CarverCounty,0,0,0
CassCounty,0,0,0
ChippewaCounty,0,0,0
ChisagoCounty,0,0,0
ClayCounty,0,0,0
ClearwaterCounty,0,0,0
CookCounty,0,0,0
CottonwoodCounty,0,0,0
CrowWingCounty,0,0,0
DakotaCounty,0,0,0
DodgeCounty,0,0,0
DouglasCounty,0,0,0
FaribaultCounty,0,0,0
FillmoreCounty,0,0,0
FreebornCounty,0,0,0
GoodhueCounty,0,0,0
GrantCounty,0,0,0
HennepinCounty,0,0,0
HoustonCounty,0,0,0
HubbardCounty,0,0,0
IsantiCounty,0,0,0
ItascaCounty,0,0,0
JacksonCounty,0,0,0
KanabecCounty,0,0,0
KandiyohiCounty,0,0,0
KittsonCounty,0,0,0
KoochichingCounty,0,0,0
LacquiParleCounty,0,0,0
LakeCounty,0,0,0
LakeoftheWoodsCounty,0,0,0
LeSueurCounty,0,0,0
LincolnCounty,0,0,0
LyonCounty,0,0,0
MahnomenCounty,0,0,0
MarshallCounty,0,0,0
MartinCounty,0,0,0
McLeodCounty,0,0,0
MeekerCounty,0,0,0
MilleLacsCounty,0,0,0
MorrisonCounty,0,0,0
MowerCounty,0,0,0
MurrayCounty,0,0,0
NicolletCounty,0,0,0
NoblesCounty,0,0,0
NormanCounty,0,0,0
OlmstedCounty,0,0,0
OtterTailCounty,0,0,0
PenningtonCounty,0,0,0
PineCounty,0,0,0
PipestoneCounty,0,0,0
PolkCounty,0,0,0
PopeCounty,0,0,0
RamseyCounty,0,0,0
RedLakeCounty,0,0,0
RedwoodCounty,0,0,0
RenvilleCounty,0,0,0
RiceCounty,0,0,0
RockCounty,0,0,0
RoseauCounty,0,0,0
ScottCounty,0,0,0
SherburneCounty,0,0,0
SibleyCounty,0,0,0
StLouisCounty,0,0,0
StearnsCounty,0,0,0
SteeleCounty,0,0,0
StevensCounty,0,0,0
SwiftCounty,0,0,0
ToddCounty,0,0,0
TraverseCounty,0,0,0
WabashaCounty,0,0,0
WadenaCounty,0,0,0
WasecaCounty,0,0,0
WashingtonCounty,0,0,0
WatonwanCounty,0,0,0
WilkinCounty,0,0,0
WinonaCounty,0,0,0
WrightCounty,0,0,0
YellowMedicineCounty,0,0,0
