"County","FIPS","StateFIPS","CountyFIPS"
"AlachuaCounty",12001,12,1
"BakerCounty",12003,12,3
"BayCounty",12005,12,5
"BradfordCounty",12007,12,7
"BrevardCounty",12009,12,9
"BrowardCounty",12011,12,11
"CalhounCounty",12013,12,13
"CharlotteCounty",12015,12,15
"CitrusCounty",12017,12,17
"ClayCounty",12019,12,19
"CollierCounty",12021,12,21
"ColumbiaCounty",12023,12,23
"DeSotoCounty",12027,12,27
"DixieCounty",12029,12,29
"DuvalCounty",12031,12,31
"EscambiaCounty",12033,12,33
"FlaglerCounty",12035,12,35
"FranklinCounty",12037,12,37
"GadsdenCounty",12039,12,39
"GilchristCounty",12041,12,41
"GladesCounty",12043,12,43
"GulfCounty",12045,12,45
"HamiltonCounty",12047,12,47
"HardeeCounty",12049,12,49
"HendryCounty",12051,12,51
"HernandoCounty",12053,12,53
"HighlandsCounty",12055,12,55
"HillsboroughCounty",12057,12,57
"HolmesCounty",12059,12,59
"IndianRiverCounty",12061,12,61
"JacksonCounty",12063,12,63
"JeffersonCounty",12065,12,65
"LafayetteCounty",12067,12,67
"LakeCounty",12069,12,69
"LeeCounty",12071,12,71
"LeonCounty",12073,12,73
"LevyCounty",12075,12,75
"LibertyCounty",12077,12,77
"MadisonCounty",12079,12,79
"ManateeCounty",12081,12,81
"MarionCounty",12083,12,83
"MartinCounty",12085,12,85
"MiamiDadeCounty",12086,12,86
"MonroeCounty",12087,12,87
"NassauCounty",12089,12,89
"OkaloosaCounty",12091,12,91
"OkeechobeeCounty",12093,12,93
"OrangeCounty",12095,12,95
"OsceolaCounty",12097,12,97
"PalmBeachCounty",12099,12,99
"PascoCounty",12101,12,101
"PinellasCounty",12103,12,103
"PolkCounty",12105,12,105
"PutnamCounty",12107,12,107
"StJohnsCounty",12109,12,109
"StLucieCounty",12111,12,111
"SantaRosaCounty",12113,12,113
"SarasotaCounty",12115,12,115
"SeminoleCounty",12117,12,117
"SumterCounty",12119,12,119
"SuwanneeCounty",12121,12,121
"TaylorCounty",12123,12,123
"UnionCounty",12125,12,125
"VolusiaCounty",12127,12,127
"WakullaCounty",12129,12,129
"WaltonCounty",12131,12,131
"WashingtonCounty",12133,12,133
