County,Metropolitan,Town,Rural
AdamsCounty,0,0,0
AntelopeCounty,0,0,0
ArthurCounty,0,0,0
BannerCounty,0,0,0
BlaineCounty,0,0,0
BooneCounty,0,0,0
BoxButteCounty,0,0,0
BoydCounty,0,0,0
BrownCounty,0,0,0
BuffaloCounty,0,0,0
BurtCounty,0,0,0
ButlerCounty,0,0,0
CassCounty,0,0,0
CedarCounty,0,0,0
ChaseCounty,0,0,0
CherryCounty,0,0,0
CheyenneCounty,0,0,0
ClayCounty,0,0,0
ColfaxCounty,0,0,0
CumingCounty,0,0,0
CusterCounty,0,0,0
DakotaCounty,0,0,0
DawesCounty,0,0,0
DawsonCounty,0,0,0
DeuelCounty,0,0,0
DixonCounty,0,0,0
DodgeCounty,0,0,0
DouglasCounty,0,0,0
DundyCounty,0,0,0
FillmoreCounty,0,0,0
FranklinCounty,0,0,0
FrontierCounty,0,0,0
FurnasCounty,0,0,0
GageCounty,0,0,0
GardenCounty,0,0,0
GarfieldCounty,0,0,0
GosperCounty,0,0,0
GrantCounty,0,0,0
GreeleyCounty,0,0,0
HallCounty,0,0,0
HamiltonCounty,0,0,0
HarlanCounty,0,0,0
HayesCounty,0,0,0
HitchcockCounty,0,0,0
HoltCounty,0,0,0
HookerCounty,0,0,0
HowardCounty,0,0,0
JeffersonCounty,0,0,0
JohnsonCounty,0,0,0
KearneyCounty,0,0,0
KeithCounty,0,0,0
KeyaPahaCounty,0,0,0
KimballCounty,0,0,0
KnoxCounty,0,0,0
LancasterCounty,0,0,0
LincolnCounty,0,0,0
LoganCounty,0,0,0
LoupCounty,0,0,0
MadisonCounty,0,0,0
McPhersonCounty,0,0,0
MerrickCounty,0,0,0
MorrillCounty,0,0,0
NanceCounty,0,0,0
NemahaCounty,0,0,0
NuckollsCounty,0,0,0
OtoeCounty,0,0,0
PawneeCounty,0,0,0
PerkinsCounty,0,0,0
PhelpsCounty,0,0,0
PierceCounty,0,0,0
PlatteCounty,0,0,0
PolkCounty,0,0,0
RedWillowCounty,0,0,0
RichardsonCounty,0,0,0
RockCounty,0,0,0
SalineCounty,0,0,0
SarpyCounty,0,0,0
SaundersCounty,0,0,0
ScottsBluffCounty,0,0,0
SewardCounty,0,0,0
SheridanCounty,0,0,0
ShermanCounty,0,0,0
SiouxCounty,0,0,0
StantonCounty,0,0,0
ThayerCounty,0,0,0
ThomasCounty,0,0,0
ThurstonCounty,0,0,0
ValleyCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WebsterCounty,0,0,0
WheelerCounty,0,0,0
YorkCounty,0,0,0
