"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",55001,55,1
"AshlandCounty",55003,55,3
"BarronCounty",55005,55,5
"BayfieldCounty",55007,55,7
"BrownCounty",55009,55,9
"BuffaloCounty",55011,55,11
"BurnettCounty",55013,55,13
"CalumetCounty",55015,55,15
"ChippewaCounty",55017,55,17
"ClarkCounty",55019,55,19
"ColumbiaCounty",55021,55,21
"CrawfordCounty",55023,55,23
"DaneCounty",55025,55,25
"DodgeCounty",55027,55,27
"DoorCounty",55029,55,29
"DouglasCounty",55031,55,31
"DunnCounty",55033,55,33
"EauClaireCounty",55035,55,35
"FlorenceCounty",55037,55,37
"FondduLacCounty",55039,55,39
"ForestCounty",55041,55,41
"GrantCounty",55043,55,43
"GreenCounty",55045,55,45
"GreenLakeCounty",55047,55,47
"IowaCounty",55049,55,49
"IronCounty",55051,55,51
"JacksonCounty",55053,55,53
"JeffersonCounty",55055,55,55
"JuneauCounty",55057,55,57
"KenoshaCounty",55059,55,59
"KewauneeCounty",55061,55,61
"LaCrosseCounty",55063,55,63
"LafayetteCounty",55065,55,65
"LangladeCounty",55067,55,67
"LincolnCounty",55069,55,69
"ManitowocCounty",55071,55,71
"MarathonCounty",55073,55,73
"MarinetteCounty",55075,55,75
"MarquetteCounty",55077,55,77
"MenomineeCounty",55078,55,78
"MilwaukeeCounty",55079,55,79
"MonroeCounty",55081,55,81
"OcontoCounty",55083,55,83
"OneidaCounty",55085,55,85
"OutagamieCounty",55087,55,87
"OzaukeeCounty",55089,55,89
"PepinCounty",55091,55,91
"PierceCounty",55093,55,93
"PolkCounty",55095,55,95
"PortageCounty",55097,55,97
"PriceCounty",55099,55,99
"RacineCounty",55101,55,101
"RichlandCounty",55103,55,103
"RockCounty",55105,55,105
"RuskCounty",55107,55,107
"StCroixCounty",55109,55,109
"SaukCounty",55111,55,111
"SawyerCounty",55113,55,113
"ShawanoCounty",55115,55,115
"SheboyganCounty",55117,55,117
"TaylorCounty",55119,55,119
"TrempealeauCounty",55121,55,121
"VernonCounty",55123,55,123
"VilasCounty",55125,55,125
"WalworthCounty",55127,55,127
"WashburnCounty",55129,55,129
"WashingtonCounty",55131,55,131
"WaukeshaCounty",55133,55,133
"WaupacaCounty",55135,55,135
"WausharaCounty",55137,55,137
"WinnebagoCounty",55139,55,139
"WoodCounty",55141,55,141
