County,Metropolitan,Town,Rural
AdamsCounty,0,0,0
AsotinCounty,0,0,0
BentonCounty,0,0,0
ChelanCounty,0,0,0
ClallamCounty,0,0,0
ClarkCounty,0,0,0
ColumbiaCounty,0,0,0
CowlitzCounty,0,0,0
DouglasCounty,0,0,0
FerryCounty,0,0,0
FranklinCounty,0,0,0
GarfieldCounty,0,0,0
GrantCounty,0,0,0
GraysHarborCounty,0,0,0
IslandCounty,0,0,0
JeffersonCounty,0,0,0
KingCounty,0,0,0
KitsapCounty,0,0,0
KittitasCounty,0,0,0
KlickitatCounty,0,0,0
LewisCounty,0,0,0
LincolnCounty,0,0,0
MasonCounty,0,0,0
OkanoganCounty,0,0,0
PacificCounty,0,0,0
PendOreilleCounty,0,0,0
PierceCounty,0,0,0
SanJuanCounty,0,0,0
SkagitCounty,0,0,0
SkamaniaCounty,0,0,0
SnohomishCounty,0,0,0
SpokaneCounty,0,0,0
StevensCounty,0,0,0
ThurstonCounty,0,0,0
WahkiakumCounty,0,0,0
WallaWallaCounty,0,0,0
WhatcomCounty,0,0,0
WhitmanCounty,0,0,0
YakimaCounty,0,0,0
