County,Metropolitan,Town,Rural
AdamsCounty,0,0,0
AlcornCounty,0,0,0
AmiteCounty,0,0,0
AttalaCounty,0,0,0
BentonCounty,0,0,0
BolivarCounty,0,0,0
CalhounCounty,0,0,0
CarrollCounty,0,0,0
ChickasawCounty,0,0,0
ChoctawCounty,0,0,0
ClaiborneCounty,0,0,0
ClarkeCounty,0,0,0
ClayCounty,0,0,0
CoahomaCounty,0,0,0
CopiahCounty,0,0,0
CovingtonCounty,0,0,0
DeSotoCounty,0,0,0
ForrestCounty,0,0,0
FranklinCounty,0,0,0
GeorgeCounty,0,0,0
GreeneCounty,0,0,0
GrenadaCounty,0,0,0
HancockCounty,0,0,0
HarrisonCounty,0,0,0
HindsCounty,0,0,0
HolmesCounty,0,0,0
HumphreysCounty,0,0,0
IssaquenaCounty,0,0,0
ItawambaCounty,0,0,0
JacksonCounty,0,0,0
JasperCounty,0,0,0
JeffersonCounty,0,0,0
JeffersonDavisCounty,0,0,0
JonesCounty,0,0,0
KemperCounty,0,0,0
LafayetteCounty,0,0,0
LamarCounty,0,0,0
LauderdaleCounty,0,0,0
LawrenceCounty,0,0,0
LeakeCounty,0,0,0
LeeCounty,0,0,0
LefloreCounty,0,0,0
LincolnCounty,0,0,0
LowndesCounty,0,0,0
MadisonCounty,0,0,0
MarionCounty,0,0,0
MarshallCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
NeshobaCounty,0,0,0
NewtonCounty,0,0,0
NoxubeeCounty,0,0,0
OktibbehaCounty,0,0,0
PanolaCounty,0,0,0
PearlRiverCounty,0,0,0
PerryCounty,0,0,0
PikeCounty,0,0,0
PontotocCounty,0,0,0
PrentissCounty,0,0,0
QuitmanCounty,0,0,0
RankinCounty,0,0,0
ScottCounty,0,0,0
SharkeyCounty,0,0,0
SimpsonCounty,0,0,0
SmithCounty,0,0,0
StoneCounty,0,0,0
SunflowerCounty,0,0,0
TallahatchieCounty,0,0,0
TateCounty,0,0,0
TippahCounty,0,0,0
TishomingoCounty,0,0,0
TunicaCounty,0,0,0
UnionCounty,0,0,0
WalthallCounty,0,0,0
WarrenCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WebsterCounty,0,0,0
WilkinsonCounty,0,0,0
WinstonCounty,0,0,0
YalobushaCounty,0,0,0
YazooCounty,0,0,0
