Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
HighDenRate,BloomingtonNormal,,,,,,,,,,,,,
MedDenRate,BloomingtonNormal,,,,,,,,,,,,,
HighDenRate,Champaign,,,,,,,,,,,,,
MedDenRate,Champaign,,,,,,,,,,,,,
HighDenRate,Chicago,,,,,,,,,,,,,
MedDenRate,Chicago,,,,,,,,,,,,,
HighDenRate,Danville,,,,,,,,,,,,,
MedDenRate,Danville,,,,,,,,,,,,,
HighDenRate,Davenport,,,,,,,,,,,,,
MedDenRate,Davenport,,,,,,,,,,,,,
HighDenRate,Decatur,,,,,,,,,,,,,
MedDenRate,Decatur,,,,,,,,,,,,,
HighDenRate,Dubuque,,,,,,,,,,,,,
MedDenRate,Dubuque,,,,,,,,,,,,,
HighDenRate,Kankakee,,,,,,,,,,,,,
MedDenRate,Kankakee,,,,,,,,,,,,,
HighDenRate,Peoria,,,,,,,,,,,,,
MedDenRate,Peoria,,,,,,,,,,,,,
HighDenRate,Rockford,,,,,,,,,,,,,
MedDenRate,Rockford,,,,,,,,,,,,,
HighDenRate,Springfield,,,,,,,,,,,,,
MedDenRate,Springfield,,,,,,,,,,,,,
HighDenRate,StLouis,,,,,,,,,,,,,
MedDenRate,StLouis,,,,,,,,,,,,,
