County,Metropolitan,Town,Rural
AdamsCounty,0,0,0
AlleghenyCounty,0,0,0
ArmstrongCounty,0,0,0
BeaverCounty,0,0,0
BedfordCounty,0,0,0
BerksCounty,0,0,0
BlairCounty,0,0,0
BradfordCounty,0,0,0
BucksCounty,0,0,0
ButlerCounty,0,0,0
CambriaCounty,0,0,0
CameronCounty,0,0,0
CarbonCounty,0,0,0
CentreCounty,0,0,0
ChesterCounty,0,0,0
ClarionCounty,0,0,0
ClearfieldCounty,0,0,0
ClintonCounty,0,0,0
ColumbiaCounty,0,0,0
CrawfordCounty,0,0,0
CumberlandCounty,0,0,0
DauphinCounty,0,0,0
DelawareCounty,0,0,0
ElkCounty,0,0,0
ErieCounty,0,0,0
FayetteCounty,0,0,0
ForestCounty,0,0,0
FranklinCounty,0,0,0
FultonCounty,0,0,0
GreeneCounty,0,0,0
HuntingdonCounty,0,0,0
IndianaCounty,0,0,0
JeffersonCounty,0,0,0
JuniataCounty,0,0,0
LackawannaCounty,0,0,0
LancasterCounty,0,0,0
LawrenceCounty,0,0,0
LebanonCounty,0,0,0
LehighCounty,0,0,0
LuzerneCounty,0,0,0
LycomingCounty,0,0,0
McKeanCounty,0,0,0
MercerCounty,0,0,0
MifflinCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
MontourCounty,0,0,0
NorthamptonCounty,0,0,0
NorthumberlandCounty,0,0,0
PerryCounty,0,0,0
PhiladelphiaCounty,0,0,0
PikeCounty,0,0,0
PotterCounty,0,0,0
SchuylkillCounty,0,0,0
SnyderCounty,0,0,0
SomersetCounty,0,0,0
SullivanCounty,0,0,0
SusquehannaCounty,0,0,0
TiogaCounty,0,0,0
UnionCounty,0,0,0
VenangoCounty,0,0,0
WarrenCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WestmorelandCounty,0,0,0
WyomingCounty,0,0,0
YorkCounty,0,0,0
