County,Metropolitan,Town,Rural
ApplingCounty,0,0,0
AtkinsonCounty,0,0,0
BaconCounty,0,0,0
BakerCounty,0,0,0
BaldwinCounty,0,0,0
BanksCounty,0,0,0
BarrowCounty,0,0,0
BartowCounty,0,0,0
BenHillCounty,0,0,0
BerrienCounty,0,0,0
BibbCounty,0,0,0
BleckleyCounty,0,0,0
BrantleyCounty,0,0,0
BrooksCounty,0,0,0
BryanCounty,0,0,0
BullochCounty,0,0,0
BurkeCounty,0,0,0
ButtsCounty,0,0,0
CalhounCounty,0,0,0
CamdenCounty,0,0,0
CandlerCounty,0,0,0
CarrollCounty,0,0,0
CatoosaCounty,0,0,0
CharltonCounty,0,0,0
ChathamCounty,0,0,0
ChattahoocheeCounty,0,0,0
ChattoogaCounty,0,0,0
CherokeeCounty,0,0,0
ClarkeCounty,0,0,0
ClayCounty,0,0,0
ClaytonCounty,0,0,0
ClinchCounty,0,0,0
CobbCounty,0,0,0
CoffeeCounty,0,0,0
ColquittCounty,0,0,0
ColumbiaCounty,0,0,0
CookCounty,0,0,0
CowetaCounty,0,0,0
CrawfordCounty,0,0,0
CrispCounty,0,0,0
DadeCounty,0,0,0
DawsonCounty,0,0,0
DeKalbCounty,0,0,0
DecaturCounty,0,0,0
DodgeCounty,0,0,0
DoolyCounty,0,0,0
DoughertyCounty,0,0,0
DouglasCounty,0,0,0
EarlyCounty,0,0,0
EcholsCounty,0,0,0
EffinghamCounty,0,0,0
ElbertCounty,0,0,0
EmanuelCounty,0,0,0
EvansCounty,0,0,0
FanninCounty,0,0,0
FayetteCounty,0,0,0
FloydCounty,0,0,0
ForsythCounty,0,0,0
FranklinCounty,0,0,0
FultonCounty,0,0,0
GilmerCounty,0,0,0
GlascockCounty,0,0,0
GlynnCounty,0,0,0
GordonCounty,0,0,0
GradyCounty,0,0,0
GreeneCounty,0,0,0
GwinnettCounty,0,0,0
HabershamCounty,0,0,0
HallCounty,0,0,0
HancockCounty,0,0,0
HaralsonCounty,0,0,0
HarrisCounty,0,0,0
HartCounty,0,0,0
HeardCounty,0,0,0
HenryCounty,0,0,0
HoustonCounty,0,0,0
IrwinCounty,0,0,0
JacksonCounty,0,0,0
JasperCounty,0,0,0
JeffDavisCounty,0,0,0
JeffersonCounty,0,0,0
JenkinsCounty,0,0,0
JohnsonCounty,0,0,0
JonesCounty,0,0,0
LamarCounty,0,0,0
LanierCounty,0,0,0
LaurensCounty,0,0,0
LeeCounty,0,0,0
LibertyCounty,0,0,0
LincolnCounty,0,0,0
LongCounty,0,0,0
LowndesCounty,0,0,0
LumpkinCounty,0,0,0
MaconCounty,0,0,0
MadisonCounty,0,0,0
MarionCounty,0,0,0
McDuffieCounty,0,0,0
McIntoshCounty,0,0,0
MeriwetherCounty,0,0,0
MillerCounty,0,0,0
MitchellCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
MorganCounty,0,0,0
MurrayCounty,0,0,0
MuscogeeCounty,0,0,0
NewtonCounty,0,0,0
OconeeCounty,0,0,0
OglethorpeCounty,0,0,0
PauldingCounty,0,0,0
PeachCounty,0,0,0
PickensCounty,0,0,0
PierceCounty,0,0,0
PikeCounty,0,0,0
PolkCounty,0,0,0
PulaskiCounty,0,0,0
PutnamCounty,0,0,0
QuitmanCounty,0,0,0
RabunCounty,0,0,0
RandolphCounty,0,0,0
RichmondCounty,0,0,0
RockdaleCounty,0,0,0
SchleyCounty,0,0,0
ScrevenCounty,0,0,0
SeminoleCounty,0,0,0
SpaldingCounty,0,0,0
StephensCounty,0,0,0
StewartCounty,0,0,0
SumterCounty,0,0,0
TalbotCounty,0,0,0
TaliaferroCounty,0,0,0
TattnallCounty,0,0,0
TaylorCounty,0,0,0
TelfairCounty,0,0,0
TerrellCounty,0,0,0
ThomasCounty,0,0,0
TiftCounty,0,0,0
ToombsCounty,0,0,0
TownsCounty,0,0,0
TreutlenCounty,0,0,0
TroupCounty,0,0,0
TurnerCounty,0,0,0
TwiggsCounty,0,0,0
UnionCounty,0,0,0
UpsonCounty,0,0,0
WalkerCounty,0,0,0
WaltonCounty,0,0,0
WareCounty,0,0,0
WarrenCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WebsterCounty,0,0,0
WheelerCounty,0,0,0
WhiteCounty,0,0,0
WhitfieldCounty,0,0,0
WilcoxCounty,0,0,0
WilkesCounty,0,0,0
WilkinsonCounty,0,0,0
WorthCounty,0,0,0
