County,Metropolitan,Town
ApplingCounty,1,1
AtkinsonCounty,1,1
BaconCounty,1,1
BakerCounty,1,1
BaldwinCounty,1,1
BanksCounty,1,1
BarrowCounty,1,1
BartowCounty,1,1
BenHillCounty,1,1
BerrienCounty,1,1
BibbCounty,1,1
BleckleyCounty,1,1
BrantleyCounty,1,1
BrooksCounty,1,1
BryanCounty,1,1
BullochCounty,1,1
BurkeCounty,1,1
ButtsCounty,1,1
CalhounCounty,1,1
CamdenCounty,1,1
CandlerCounty,1,1
CarrollCounty,1,1
CatoosaCounty,1,1
CharltonCounty,1,1
ChathamCounty,1,1
ChattahoocheeCounty,1,1
ChattoogaCounty,1,1
CherokeeCounty,1,1
ClarkeCounty,1,1
ClayCounty,1,1
ClaytonCounty,1,1
ClinchCounty,1,1
CobbCounty,1,1
CoffeeCounty,1,1
ColquittCounty,1,1
ColumbiaCounty,1,1
CookCounty,1,1
CowetaCounty,1,1
CrawfordCounty,1,1
CrispCounty,1,1
DadeCounty,1,1
DawsonCounty,1,1
DeKalbCounty,1,1
DecaturCounty,1,1
DodgeCounty,1,1
DoolyCounty,1,1
DoughertyCounty,1,1
DouglasCounty,1,1
EarlyCounty,1,1
EcholsCounty,1,1
EffinghamCounty,1,1
ElbertCounty,1,1
EmanuelCounty,1,1
EvansCounty,1,1
FanninCounty,1,1
FayetteCounty,1,1
FloydCounty,1,1
ForsythCounty,1,1
FranklinCounty,1,1
FultonCounty,1,1
GilmerCounty,1,1
GlascockCounty,1,1
GlynnCounty,1,1
GordonCounty,1,1
GradyCounty,1,1
GreeneCounty,1,1
GwinnettCounty,1,1
HabershamCounty,1,1
HallCounty,1,1
HancockCounty,1,1
HaralsonCounty,1,1
HarrisCounty,1,1
HartCounty,1,1
HeardCounty,1,1
HenryCounty,1,1
HoustonCounty,1,1
IrwinCounty,1,1
JacksonCounty,1,1
JasperCounty,1,1
JeffDavisCounty,1,1
JeffersonCounty,1,1
JenkinsCounty,1,1
JohnsonCounty,1,1
JonesCounty,1,1
LamarCounty,1,1
LanierCounty,1,1
LaurensCounty,1,1
LeeCounty,1,1
LibertyCounty,1,1
LincolnCounty,1,1
LongCounty,1,1
LowndesCounty,1,1
LumpkinCounty,1,1
MaconCounty,1,1
MadisonCounty,1,1
MarionCounty,1,1
McDuffieCounty,1,1
McIntoshCounty,1,1
MeriwetherCounty,1,1
MillerCounty,1,1
MitchellCounty,1,1
MonroeCounty,1,1
MontgomeryCounty,1,1
MorganCounty,1,1
MurrayCounty,1,1
MuscogeeCounty,1,1
NewtonCounty,1,1
OconeeCounty,1,1
OglethorpeCounty,1,1
PauldingCounty,1,1
PeachCounty,1,1
PickensCounty,1,1
PierceCounty,1,1
PikeCounty,1,1
PolkCounty,1,1
PulaskiCounty,1,1
PutnamCounty,1,1
QuitmanCounty,1,1
RabunCounty,1,1
RandolphCounty,1,1
RichmondCounty,1,1
RockdaleCounty,1,1
SchleyCounty,1,1
ScrevenCounty,1,1
SeminoleCounty,1,1
SpaldingCounty,1,1
StephensCounty,1,1
StewartCounty,1,1
SumterCounty,1,1
TalbotCounty,1,1
TaliaferroCounty,1,1
TattnallCounty,1,1
TaylorCounty,1,1
TelfairCounty,1,1
TerrellCounty,1,1
ThomasCounty,1,1
TiftCounty,1,1
ToombsCounty,1,1
TownsCounty,1,1
TreutlenCounty,1,1
TroupCounty,1,1
TurnerCounty,1,1
TwiggsCounty,1,1
UnionCounty,1,1
UpsonCounty,1,1
WalkerCounty,1,1
WaltonCounty,1,1
WareCounty,1,1
WarrenCounty,1,1
WashingtonCounty,1,1
WayneCounty,1,1
WebsterCounty,1,1
WheelerCounty,1,1
WhiteCounty,1,1
WhitfieldCounty,1,1
WilcoxCounty,1,1
WilkesCounty,1,1
WilkinsonCounty,1,1
WorthCounty,1,1
