County,Metropolitan,Town,Rural
BernalilloCounty,0,0,0
CatronCounty,0,0,0
ChavesCounty,0,0,0
CibolaCounty,0,0,0
ColfaxCounty,0,0,0
CurryCounty,0,0,0
DeBacaCounty,0,0,0
DoaAnaCounty,0,0,0
EddyCounty,0,0,0
GrantCounty,0,0,0
GuadalupeCounty,0,0,0
HardingCounty,0,0,0
HidalgoCounty,0,0,0
LeaCounty,0,0,0
LincolnCounty,0,0,0
LosAlamosCounty,0,0,0
LunaCounty,0,0,0
McKinleyCounty,0,0,0
MoraCounty,0,0,0
OteroCounty,0,0,0
QuayCounty,0,0,0
RioArribaCounty,0,0,0
RooseveltCounty,0,0,0
SanJuanCounty,0,0,0
SanMiguelCounty,0,0,0
SandovalCounty,0,0,0
SantaFeCounty,0,0,0
SierraCounty,0,0,0
SocorroCounty,0,0,0
TaosCounty,0,0,0
TorranceCounty,0,0,0
UnionCounty,0,0,0
ValenciaCounty,0,0,0
