County,Metropolitan,Town,Rural
AdairCounty,0,0,0
AdamsCounty,0,0,0
AllamakeeCounty,0,0,0
AppanooseCounty,0,0,0
AudubonCounty,0,0,0
BentonCounty,0,0,0
BlackHawkCounty,0,0,0
BooneCounty,0,0,0
BremerCounty,0,0,0
BuchananCounty,0,0,0
BuenaVistaCounty,0,0,0
ButlerCounty,0,0,0
CalhounCounty,0,0,0
CarrollCounty,0,0,0
CassCounty,0,0,0
CedarCounty,0,0,0
CerroGordoCounty,0,0,0
CherokeeCounty,0,0,0
ChickasawCounty,0,0,0
ClarkeCounty,0,0,0
ClayCounty,0,0,0
ClaytonCounty,0,0,0
ClintonCounty,0,0,0
CrawfordCounty,0,0,0
DallasCounty,0,0,0
DavisCounty,0,0,0
DecaturCounty,0,0,0
DelawareCounty,0,0,0
DesMoinesCounty,0,0,0
DickinsonCounty,0,0,0
DubuqueCounty,0,0,0
EmmetCounty,0,0,0
FayetteCounty,0,0,0
FloydCounty,0,0,0
FranklinCounty,0,0,0
FremontCounty,0,0,0
GreeneCounty,0,0,0
GrundyCounty,0,0,0
GuthrieCounty,0,0,0
HamiltonCounty,0,0,0
HancockCounty,0,0,0
HardinCounty,0,0,0
HarrisonCounty,0,0,0
HenryCounty,0,0,0
HowardCounty,0,0,0
HumboldtCounty,0,0,0
IdaCounty,0,0,0
IowaCounty,0,0,0
JacksonCounty,0,0,0
JasperCounty,0,0,0
JeffersonCounty,0,0,0
JohnsonCounty,0,0,0
JonesCounty,0,0,0
KeokukCounty,0,0,0
KossuthCounty,0,0,0
LeeCounty,0,0,0
LinnCounty,0,0,0
LouisaCounty,0,0,0
LucasCounty,0,0,0
LyonCounty,0,0,0
MadisonCounty,0,0,0
MahaskaCounty,0,0,0
MarionCounty,0,0,0
MarshallCounty,0,0,0
MillsCounty,0,0,0
MitchellCounty,0,0,0
MononaCounty,0,0,0
MonroeCounty,0,0,0
MontgomeryCounty,0,0,0
MuscatineCounty,0,0,0
OBrienCounty,0,0,0
OsceolaCounty,0,0,0
PageCounty,0,0,0
PaloAltoCounty,0,0,0
PlymouthCounty,0,0,0
PocahontasCounty,0,0,0
PolkCounty,0,0,0
PottawattamieCounty,0,0,0
PoweshiekCounty,0,0,0
RinggoldCounty,0,0,0
SacCounty,0,0,0
ScottCounty,0,0,0
ShelbyCounty,0,0,0
SiouxCounty,0,0,0
StoryCounty,0,0,0
TamaCounty,0,0,0
TaylorCounty,0,0,0
UnionCounty,0,0,0
VanBurenCounty,0,0,0
WapelloCounty,0,0,0
WarrenCounty,0,0,0
WashingtonCounty,0,0,0
WayneCounty,0,0,0
WebsterCounty,0,0,0
WinnebagoCounty,0,0,0
WinneshiekCounty,0,0,0
WoodburyCounty,0,0,0
WorthCounty,0,0,0
WrightCounty,0,0,0
